TweetText,TweetSentiment
"@effx8 @captain68404915 Haaam kalau da tutup, cmne dia mengajar. Dia mengajar sape?",negative
#Trivia Jalan Persekutuan #Kedah FT 136 J. #BandarBaharu - #KualaKetil sek 31.00 Terap Batu 12 daripada 'mata burung' dan inilah dataran rendah daerah #KulimBandarBaharu #Kedah #THBMKedah #THBMHQ #InfraRakyat #ZonUtara #TogetherWeDeliver https://t.co/PYhB6wTJOG,neutral
"Tak habis2 teliti, tak habis2 guna big word. Anak sedara aku umur 5 tahun, 7 tahun dah pandai guna mcm2 apps masa P https://t.co/y31kQc2Uqn",negative
Masak apa hari ini? Episod 12 drama #harikitajatuhcinta @azleekhairiofficial @intanladyana 10 malam ini di @awesometv.my @ Johor Bahru https://t.co/9tHpNUzzRm,neutral
UPDATE: 3 Jalan Kota Bharu - K. Terengganu Jerteh still causing an extra 11m delay #kltu https://t.co/zQzzXYYzu1 https://t.co/rOkRE3Aqhj,neutral
"@AgneesLS @ghiegi_ Sehat doongs, kanes sehat juga kan?",neutral
"170 Desa di Lamongan Tuntaskan Data SDGs, Gus Menteri Beri Penghargaan https://t.co/8FBkRRCA87",neutral
Lain macam ooo rasa profit sendiri,neutral
Stubborn af dh la bawa tgh jalan igt jalan kau punya ke bab* https://t.co/YLkkP7JnEH,negative
@FarisYusrey Haha betui betui. Tak balik modai,neutral
Bergaul dengan orang positive akan mengubah mentaliti kita,positive
kes apeni ??,negative
"Kalau lah aku boleh mencarut kat fb, dah lama kau kena bang.",negative
Sakitnya hati. Padahal anak dia sibuk buat mental awareness (if im not mistaken) tapi benda mcm ni tutup mata. Urgh,negative
Bella tu bru lps lumur ikan dgn kunyit ke?? Smpai ke stage jari ko kuning hahahah,neutral
Jembatan suramadu (surabaya-madura) adalah jembatan terpanjang di Asia Tenggara (5438 m).,neutral
Aku punya burnout sampai meeting zoom pagi tadi pon terlepas haish,negative
"Ramai betul triggered, bodo bodo tu bukan yg bodoh tu la bodoh. Dia cuma jangan acah2 good dalam semua perkara. Ada https://t.co/tRQTtgyOuS",negative
Pekan Kuis melelahkan sekaliiii,neutral
@a7ibayu Marketing miracle... McD jeli melihat celah potensi viral dan aroma profit...,neutral
wife buat aiskrim lotus biscoff. tapi takdapat rasa https://t.co/dcSk5XQ1sU,neutral
@bumbeetbum Tq auntie!,positive
rindu yang tiada penghujung buat dirimu yg disana,positive
@afnannaim Hahahahahah! Alamat aku bangsar. Duduk selangor.. marathon aku dibuatnye,neutral
@afqaslm Joe flizzow jaga lah subang . Tak berani masuk,neutral
@fluffyMo0n_ ini batu bangun,neutral
Pagi2 tengok tosai terbang,neutral
"@IzzuddinIzaham Kalau dia notice, aku blanja hg mcD tambun",neutral
"Aku rasa kita perlukan pakar psikatiari untuk bincangkan isu ni. Ini bukan lagi hal virus dan kesihatan jasmani, ta https://t.co/e3y3c7zzs3",neutral
Cyber takde,neutral
"Ingatkan nak ke VG Tropicana Gardens, sekali bukak map ada roadblock lak. Terus uturn",neutral
kembo crash. peye finish last pon boleh dpt point,neutral
Aku ini terover working out ke? . Sakit gila badan hari ini,negative
Malaysia ni mmg x reti nk jaga sejarah. Ada menteri pon x leh pakai.,negative
@moominrn Kopi jahenya enak btw sama yg pandan,positive
"Retwit pulak, tercari Inan (makcik) ni. Beliau jual dagangan MURAH sangat. Tunggu buah Naga pulak soon hehe anyway @keningau_twt @Keningaufm org keningau SUPPORTIVE! https://t.co/s8fgyOyzPA",positive
@husscy Istirahat ntuh jempol,neutral
"Ade ni beli barang dapur (@ Jaya Grocer in Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur) https://t.co/mugdTY7LGz",neutral
"Del bukan satu-satunya sekolah unggulan di Sumut. Sebelumnya sudah ada Yayasan Soposurung di Balige, Matauli di Tapanuli Tengah, CT Foundation di Deli Serdang. Semua ini binaan tokoh asal Sumut yg sudah jadi ""orang"" di level nasional, kemudian melakukan sesuatu utk kampungnya.",negative
"Bukan Isapan Jempol, Ini Bukti Gus Dur Melarang Cak Imin Gunakan Foto dan Rekaman Suaranya https://t.co/LyEAHv7TbS",neutral
Kayak sidang harta gono-gini... https://t.co/9xYDRpLA2k,neutral
@amadsafir Terima kasih bosku,positive
@Imjustawabbit @lliamgallagher @suikof @solehsolihun @aparatmati Lah malah adhominem. Lord Rabbit alumnus di jamann https://t.co/2W0veNtD8D,neutral
"Saya dah berumur 26 tahun pun pintu masih tiada tombol ya, anak soleh https://t.co/JLLh8UF3pg",neutral
"Ada rindu dengan sidikalang,bercampur susu dan juga es batu.",neutral
@LinaKlasik @dyradyre i was thinking the same. sebab area rumah ni takde dentist. i have to go putrajaya/bangi/cybe https://t.co/h57jmMIDIF,neutral
5 Buah Kampung Dalam DUN Bakelalan Terima Bekalan Makanan Sarawakku Sayang LAWAS: Sebanyak lima buah kampung dalam Dewan Undangan Negeri (DUN) Bakelalan menerima bantuan Bekalan Makanan Sarawakku Sayang pada Isnin. Berita Penuh di https://t.co/5uhhczi44m https://t.co/9c7GxiG3va,neutral
Puncak Terubong https://t.co/Jr64nLEV16,neutral
Inilah pimpinan sebenarnya,neutral
Nasib sik byk pkei duit,neutral
Jom harini kita tengok info mengenai Kaedah Tabur Terus Air. . Sebenarnya terdapat pelbagai kaedah yang digunakan &amp; https://t.co/jJutcqXxIB,neutral
"Kucing Hilang Lokasi : Jalan Kelab Ukay 6, Taman Kelab Ukay ,Ulu Klang,Kuala Lumpur #tipsmencarikucinghilang https://t.co/hURno3GoM0",neutral
"@Radevengers First time jumpa budu masa kat Merbok dulu, ada ragging dalam air tu pastu diorang curah budu. I liter https://t.co/JV7T3KJ1PA",negative
@AsyikiNikiysa Wahhh tahniah atas pembelian rumah,positive
@FM7Crypto @floydbsc1 salamat https://t.co/J9363U5PVF,neutral
Apps ni mabuk ke? My mom punya vaccine appointment hri tu ckp 9hb. Pastu tiba2 update 17hb pulak. Dah sampai pusat https://t.co/vXYm8LzaVe,negative
"NGO &amp; aktivis bersungguh la turun padang pergi cerok hulu buat csr, create awareness dgn petition bagai. Patut crea https://t.co/Z8Gf2MteFa",positive
@fahmiekhamis @sharifah_zain iya benar. Team Penawar memang awesome.,positive
Jahatnya aku kena tapi @syahmiminaj tak kena HAAHAHAHHAAHHAAH,neutral
"@convomf kalo udah batu susah nder, nanti juga sadar sendiri kalo dia minor, jangan suudzon dulu juga, sapa tau mer https://t.co/YluwoPcSlC",negative
@jimbologos Tak balik dah. Stuck kat Perlis. Hahaha,neutral
WTB | WHAT TO BUY TAEIL BATU AKIK ( FIRE TRUCK ) dm aku yaa chagi kali aja ada yg mau jual taeilnya ini bener https://t.co/el2UKgB3j4,neutral
"Adun Skudai gesa pengamal media divaksin segera JOHOR BAHRU, 8 JUN: Adun Skudai, Tan Hong Pin memohon agar proses pemberian vaksin dipercepatkan kepada pengamal media. Hong Pin dalam satu kenyataan semalam berkata, pengamal media juga merupakan.. https://t.co/DDiH9yTsPa https://t.co/B6fjDRm1pg",neutral
Done hehe https://t.co/R3Od2GbCJU,neutral
Jangan terprovokasi isu pembatalan Haji https://t.co/OYJPKIOHVf,negative
@gnh_soobin #. Apa salah Miri.,negative
@nazmihalim_ Ahaaaa mcm yg diterangkan gitu laa,positive
@cacaazkya Aku sukanya buko pandan durian :),positive
"Pukul Korban Pakai Batu Hingga Tewas Usai Minum Toak, Pria ini diamankan Polres Tuban https://t.co/pdxm3BJ5Hd",neutral
"@jounqho olaa jong~! satu agency padahal ih. maaf ya jarang interaksi huhu ayo lebih banyak ngobrol sama aku, dobrak aja dmku kalo ada apa - apa, okay? jangan tidur larut ya https://t.co/neilahy4kH",neutral
Abang ipar bagitau mostly tempat hiking area Sandakan nda berapa okay sudah sebab lama terbiar. Haritu ada orang histeria kunuk,negative
"Selain PPV AstraZeneca (PPVAZ) di BCCK Kuching, PPVAZ di IKBN Miri juga bermula hari ini bagi negeri Sarawak. Turut hadir adalah YAB Ketua Menteri Sarawak. https://t.co/zOVfD6HtlB",neutral
Alhamdulillah we can do it.,positive
Baru saja mengirim foto @ Borneo https://t.co/ZoM30kv3W3,neutral
Antiran salah satu mcd dibogor hari ini #BTSMeal https://t.co/k5tLn0p0oh,neutral
"memandangkan semalam pulau2 kat terengganu lalu kat tl, so habis covid marilah bercuti ke terengganu",neutral
Pop Smoke in Uniform Wapi makofi https://t.co/LJaGCaarFh,neutral
@bumilangit Gunakanlah logo PH yg sudah disahkan. PRU14 dulu cerita lepas &amp; terpaksa guna logo PKR. DAP pun mesti g https://t.co/YCRxtBY9HA,neutral
Malaysia ni. Kalau tempat tu ada sumber kewangan. Cakap lah tapak warisan ke diiktiraf unesco ke sama je tak jalan. https://t.co/JnOtmVI2nQ,negative
"Utara, Melaka dengan Negeri Sembilan",neutral
Apa benda ni lahanat @Soluzine Lain macam claim,negative
Nak pahang batalkan? Wkwkwk harapan la. Sikit haribulan satu pahang tu kena banjir,negative
"Alam sekitar musnah akibat nafsu serakah manusia, penjilat kemodenan dan wang. Fakir miskin masih ramai, tiada mereka peduli. Kepentingan diri, mereka sematkan di carta tertinggi. Celakalah kalian bersama kemodenan yang kalian kejar. Celakalah!",negative
Ketika es batu dikasih nyawa https://t.co/fLx9aQ6QuS,neutral
@ati3y Ehh takdee.. Kalau salah mmg kena marah jugak.,negative
Mulia lagi jadi pipit kerja jalan dari jadi helang kuat gebang. https://t.co/Tv7NT9ElFs,negative
"4. TOKYO TOWER kalau main ke jepang, jangan lupa mampir ke tokyo tower! menara setinggi 332.5 meter ini menjulang https://t.co/IEbsPmL5NW",positive
Menu baru kt kedai sis. RM30/set Mashed potato Chicken wrap Cheezy wedges Coleslaw Fries Tempura chicken nudget Chicken crispy Sosej Kalau dah boleh berjalan mersing singgah lah kedai sis https://t.co/Bsj8QjLxEZ,neutral
"Belum gik harga buah kristali beli sebangkup RM5 jak &amp; dapat free juak dari sidak penjaja! Bro, we can find this ionly in Sarawak @Edwinwkf @AbrahamRoseNor @AhmirHamzah @nedmohd @rahah_ghazali @muniekahar @drmuizmurad @keemanxp @borneoOG @supadronerz @draylanceter @el_6sixty6 https://t.co/BQp5zbN5ti",positive
"ya tuhan kesiannya. Kita duduk best2, ada orang tua terpaksa duduk dalam keadaan tak selesa",negative
Pemain Asing Keempat Akan Datang Pekan Depan @taiseimarukawa https://t.co/0V9N13XOmc,neutral
"INFO LALUAN, PENUTUPAN JALAN DAN KEMUDAHAN YANG DISEDIAKAN SEMPENA PROGRAM PEMBERIAN SUNTIKAN VAKSIN AWAM DI PERSADA JOHOR BERMULA PADA 07 JUN 2021 HINGGA 27 JULAI 2021 Info penuh: https://t.co/dND938KXF8 __Bahagian Siasatan Dan Penguatkuasaan Trafik IPD Johor Bahru Selatan",neutral
"Hi! I ada jual Zarzou, Alluskin and Mimpimika! Free postage on shopee cod area Shah Alam , Seri Kembangan, Penang Mainland Anyone yang nak beli boleh dm or click link dekat bawah ni! https://t.co/IHqTSsfech https://t.co/CxfMAFKITV",positive
@hasnazatyy hahaha..tp tgn tak berenti sat la dah kelai..ada yg menyebai pon ada,negative
Bahaya data bocor.ramai kianat,negative
Nothing permanent bro. Lek lek sudah,positive
@snilaniiii Aah. Memang akan terkubur agaknya loghat ni aku rasa,neutral
@beliarasional @KepalaB06040185 @Yati08205351 @SyedSaddiq Nampak sgt penipu..aku org muar aku tau la..masa jadi men https://t.co/3ixEptgiUv,negative
Tak habis lagi,neutral
Apa beza tambak dengan gondol hutan ?,negative
"Scammer: hello puan, sy dr LHDN. Puan ada tunggakan cukai.... Me: Sejak bila surirumah kena bayar cukai?? Nak baya https://t.co/ykhnQjHsPJ",negative
tiba teringat perut masak lemak. omaigoddddd,negative
@athrhzbr tu kupang. lokan ni lain. fav jep ni,neutral
"Kadang kita larut dalam emosi itu, artinya kita punya anggapan bahwa emosi dan self adalah sama. Tapi nyatanya tid https://t.co/UM9IjnCMqu",neutral
ini keren,negative
@redzuanNewsMPB Me dh pening SOP tuko byk kali Korang dh kenapa ek??,negative
@hyeyoln masuuk ni kak rame jb juga https://t.co/nPEEHls5vM,neutral
"@kayinnnk mau rin, kirim aja cantii",positive
Ada any NGO yang buat crowdfunding untuk menteri tak? Kesian gaji kena potong kena makan maggi,negative
"Kalau ada yang kata Saddiq ni populist, mungkin ada benarnya. Lihat sisi positif, hampir semua penduduk Muar kenal Saddiq dan tahu macam mana nak hubunginya. Ahli parlimen kawasan anda? Bila kali terakhir anda lihat? https://t.co/9asKx7QXni",positive
"KLUSTER PALING RAMAI ! positive Seramai 70 orang, 2 bas, 2 hospital. Di Masjid Sg.Gau Temerloh Pahang. RT tanda korang risau dengan Malaysia hari ini. https://t.co/cFqR3SBGLr",neutral
"Sembuh juga perlu waktu,sabar sedikit,hatimu bukan batu.",positive
Wtf China nak tuntut kawasan yg jauh lebih 2000km drpd dorg sebagai Wilayah dorg?? Ko jgn main2 china~ ni kawasan S https://t.co/nnREnpLVTc,negative
@SolusiBapak Kalimantan Timur,neutral
@_euuhhh @collegemenfess Kan ownernya 2 gimana sik,negative
Sedap er udang goreng celup tepung,positive
"@nazurahfauzi_ Ni bukan logik, ni bodoh namanya",negative
"so today , aku dan abah membuat keputusan masak nasi butter dan ayam goreng",neutral
"Pengerusi Pakatan Harapan (PH) Melaka, Adly Zahari menggesa pihak berkuasa menjalankan siasatan berhubung kaedah pe https://t.co/nlc1F7j5tg",positive
Kerja-kerja untuk mengepam air keluar dari feri akan dilakukan ketika air surut sebelum kerja membaiki kawasan yang https://t.co/yg2zYghFHQ,neutral
Obrolan kami berlanjut hingga larut. Perihal siapa lelaki yang di serang Kang Hasbi kami tidak ada yang kenal dan t https://t.co/nMebPcpASF,neutral
Di mana tuan tuan???,neutral
yoww rindu lepak balik pukul 5 pagi https://t.co/15EtLimpRw,neutral
@born2_ride_rbl @ReezwanMohd @iwanqais Aik?? Dah kerajaan negeri yng decided tapi federal yang salah? Benak sangat otak kau ni,negative
"nak order mcflurry, ice blended milo and sundae chocolate cup.......tp deljvery takboleh sampai jln kebun tetiba heartbroken",negative
Udah yob maghi berkoje.,neutral
"Scroll gallery, nampak gambar lama masa rajin ambil order. Bolehlah jap lagi buat. Barang2 pon ada tu. Lagipun hari https://t.co/d7d0jNtMCr",neutral
Jadi ini reaksi saya kali pertama makan taco bell. Sorry terguna tangan kiri https://t.co/mI9jjZUXWC,neutral
"Huhu haritu aku ada apply kerja utk offshore,seminggu jugak la,aku ingat kan takde rezeki,tapi tadi orang sana call https://t.co/peWm7Iym9l",negative
@adifitri33 Hi Saya ada jual nasi arab Promo harini beli 3 pax FOC 1 pax &amp; dapat FOC 3 side dish lagi Cov https://t.co/EdLQ6buRdl,neutral
"Masalahnya kalau share ayaq dengan dia tu, dia mmg tutup ketat mcm takmau bagi aku minum, sampai nak bukak penutup https://t.co/cB163rVSF4",negative
"Afro, Aliff Haiqal, Mukhairi. Malaysia kuat bila Selangor power",positive
@Dennysiregar7 @ganjarpranowo Tinggal nambah es batu Dijamin segerrrr ger,neutral
haih apa dia la teringat cerita lama tetiba,negative
@shafiqbazli @arifxputera Terima kasih rep sebab retweet kenyataan dari OG pakcik Kelantan,positive
@watashi_NoUso kalau kat selangor boleh la saya buatkan,neutral
Bary taw. Selama ni tmpt aku buang duit syiling je kau beli mcD. Nowadays beli self service mmg ku genapkan sbb xna https://t.co/elmHCuuvcf,neutral
"@JapenKelantan terus menyampaikan maklumat berkaitan vaksin, PKP, pematuhan SOP kpd semua masyarakat walau di mana sahaja anda berada. Info On Wheels 8/6/2021 Parlimen : Kuala Krai Dun : Guchil/Mengkebang Hebahan / Pemantauan #bergheh https://t.co/UTm71AX",positive
"Ternyata, Kedah sudah mulakan proses untuk mengambil semula Pulau Pinang bermula dengan Juru.",neutral
"SALAM SEJAHTERA DAN SALAM KEMESRAAN, PPWN Negeri Sembilan dengan sukacitanya ingin menjemput anda semua untuk bers https://t.co/irdU8loY1j",positive
Embah lanang dia la,neutral
IOW PKPD 2021 /VAKSIN COVID/ PEMBUDAYAAN NORMA BAHARU PEJABAT PENERANGAN DAERAH KUALA TERENGGANU Parlimen: P. 036 Kuala Terengganu DUN. : N. 13 Wakaf Mempelam Tarikh : 05.06.2021 (Sabtu) Masa : 9.00 pg- 12.00 Tengahari #MalaysiaPrihatin #japentrg #kitaAkanmenang #Covid19 https://t.co/fBqqaTHZHY,neutral
@keteknyawonpil tinggal tambah santan gula merah sama es batu,neutral
@JKJAVMY Bila lah turn saya pulak? Hari-hari dah check. Orang yang ada appointment tak datang. Orang yang tak ada a https://t.co/6zUTRmvAFq,negative
#NP - Zona Nyaman,neutral
"Hospital Umum Miri, Sarawak https://t.co/kDVA7t58b7",neutral
Apa khabar dirimu?,neutral
"Aku rasa kita perlukan pakar psikatiari untuk bincangkan isu ni. Ini bukan lagi hal virus dan kesihatan jasmani, tapi tentang keadaan mental, bangga diri dan ego takmau mengaku salah.",positive
Nak beli takleh rentas kawasan. So buat sendiri lahhhh.... https://t.co/QcnRzJqI2p,negative
"Dari zaman BN, ke PH sampai lah sekarang, negeri sembilan sentiasa di bawah pimpinan kurang kontroversi",negative
Wah mcm nk pegi jumpa @me07a,positive
"Sehingga 4 Jun 2021: Jumlah kes COVID-19 yang dilaporkan adalah 7,748 kes (603,122 kes) Pecahan setiap negeri (Kumulatif): Selangor - 2,612 (197,459) Sabah - 287 (63,306) WPKL - 851 (61,824) Johor - 446 (60,566) Sarawak - 706 (49,920) Pulau Pinang - 376 (30,112) https://t.co/IE99KnxSlo",neutral
@collegemenfess Jam kerja. jangan ngechat larut malem apalagi kalo buat kepentingan mendadak,negative
Dan aku share 1 post kat fb. Aku tegaskan kalau jodoh lambat sikit maksudnya Allah bagi rezeki berbakti dengan pare https://t.co/D0QpXhzy0j,positive
Noh dibaca baik biar gak gampang terprovokasi. Dana Haji Aman #StopHoaxDanaHaji,negative
@bella_mahadi SAYA SETUJU,positive
Satu kluster baharu Covid-19 dilaporkan di Pahang hari ini. Kluster Jaya Gading Sumber: Jabatan Kesihatan Neger https://t.co/WSdGBwP2hG,neutral
@undipmenfess Aku Yo Lanang nder wkwkwk,neutral
Leh imejin aja ga sik?? @JIWONboop,negative
@StenlyChris Gas...demi kejayaan kota batu,positive
Jangan tengok jee. Jom la order Tekan je link kt bawah tu okay @KuantanTV @_twtniaga_ @Twt_Kuantan @RTNiaga,positive
"Sultan Kelantan, Sultan Muhammad V sekeluarga sudah lengkap 2 dos vaksin dan menyeru rakyat agar tidak ragu-ragu untuk divaksin. Sumber: FB Unit Media Pejabat Sultan Kelantan. https://t.co/ut8uVXuIrc",positive
"Pendekatan ketiga adalah dengan menghimpunkan eksperimen dari pelbagai subjek di bawah satu tema. Misalnya, katak https://t.co/6gACGfWA4n",neutral
Gain knowledge yg tak tahu lagi about culinary yelah skrg ni commis je mesti nak ilmu lagi,neutral
*CHOCOLATE MILK MINI BITES/60G* *HARGA* RM8 - 1 pack - semenanjung RM11 - 1 pack - sabah &amp; sarawak Haa..pil https://t.co/cUhvQb1kIa,neutral
Antaraaaaa color favourite satin silk mask yang i sukaa!! Kalau boleh i nak semua sebab cantik sangat Arghh koran https://t.co/paJa3VOyba,positive
"Boleh tak sekali je, client freelance jangan tanya aku dah kawen ke belum. Sekali je",negative
"Baru saja mengirim foto @ Hansisi, Nusa Tenggara Timur, Indonesia https://t.co/4KLCCkzHMq",neutral
"@cholifatur Lek sik ngomong kebacut, di bui 2thn https://t.co/ehNvZZEdbO",negative
Tindakan ini wajar mendapat pujian dan dicontohi oleh ADUN Perak dan Ahli Parlimen Malaysia yang lain. https://t.co/Wi3Vu9p25b,positive
@freeznshrdn #hidupjanda katanya,neutral
@qilaasuhaimi @_wawakhalid Selesai mengulas,neutral
"Malaysia kini, dulu dan nanti",neutral
@yourbabynisha netflix hehe tpi sna dramacool pun ada ni sa rasaaa p tngk hahaha,positive
@eykabahar Betul. You cuma perlu slalu bsyukur. Anggap semua yg berlaku tu rezeki. Live the life. Jgn paksa diri oke.,positive
"Laksa Johor &amp; Pizza Hut for late lunch @ Latan Biru, Seksyen 8 Kota Damansara https://t.co/ZxrnclAZ6b",neutral
Halal maps on afn Asian food network. Ahhh! Beshnye jalan2 cari makan kat Penang &amp; Ipoh!,positive
Nice sarawak. Ada penurunan,positive
@bangtantaemune Hai ifa!! Semoga kita semua murah rezeki! I ada jual scones. Boleh check out shopee I juga yer. W https://t.co/1WmwLa6S5S,positive
@_nrlshh Kenapa nangis cok,neutral
9.memiliki bahasa terbanyak. 10.Rumah bagi kadal. 11.Negara terbesar di Asia tenggara. 12.Negara Pertama Pasca PD II.,neutral
Feedback dari anak team sendiri Is Bella try #DemicaGoldTreasure kulit terus putih dan hilang kesan hitam2 . https://t.co/HcaCB1zsFk,positive
"Kek telapuk kuda, kek lembut rasa premium! Tgh kumpoi order ni utk warga Sungai Petani. Tak terlioq ka tengok? Mai https://t.co/wgcEADvxQK",positive
"I'm at Bulatan Batu Caves in Batu Caves, Selangor https://t.co/LSppVJI4RG",neutral
@shasharusley Nak donut,neutral
Yg nak beli mellow cookies dgn Mellowcrunch boleh wsagent perak https://t.co/jriXsGyRvV,neutral
@fahmimustaffa Yeah bole nampak ngn jelas,neutral
"*Inspirasi Pagi* Jika sahabatmu berlaku buruk terhadapmu, catat keburukannya di atas pasir agar angin dapat mengha https://t.co/YPblEwjSp3",positive
@twlvysbuxx_ jelinya dicampur batu aja biar keras,neutral
@amirolidaham xleh ejas plak tu rista dh klua,neutral
Mak zeck memang tak bagi betul aku tolong dia kat dapur. Dari dulu datang rumah selalu kena suruh pi duduk depan.,neutral
Wei lama gak aku menghadap singki dapur ni tersumbat n meleleh dkt bawah ni.,negative
Terengganu FC menjalin kerjasama strategik bersama E-Sport Malaysia Terengganu bagi memasarkan jenama #TFC ke peringkat global. https://t.co/PCeg2RxeX2,positive
"Yang mana nak order nasi lemak from her pun boleh dm i for the details, dia stay area Kamunting, Taiping . At least, dptlah kita bantu Adik Sufi ni and lagi 4 beradik yg lain Thank you dgr story I, you guys are the best https://t.co/rXwVZkW8eR",positive
"Pandu uji kereta ketika PKP, MB Kedah disiasat polis https://t.co/cVs3tqs5hq bagitiu laah kalo bayak musoh dendaman -mungkin oaknandek",negative
@frzwanahmad @kerulzImba dan kalau kau rindu engkau boleh text aku engkau boleh call aku walau beribu batu ladidadi https://t.co/Aq1XMqAe1S,positive
"31/5/2021 - (R05) Kerja-kerja penyenggaraan jambatan di laluan FT31, Jalan Banting - Semenyih, daerah Hulu Langat #TeamRoadcare https://t.co/yNI1Cnbe5Q",neutral
"Sudah dikonfirmasi bahwa album spesial #DONT_FIGHT_THE_FEELING telah mencapai angka pre order sebanyak 1,220,181 copies. Memecahkan rekor album sebelumnya yaitu DMUMT dengan 1,1 Juta PO. #EXOMILLIONSELLER #DONT_FIGHT_THE_FEELING #EXO # @weareoneEXO https://t.co/Z6YbJXlWam",positive
"Yang ni harganya, nak whatsapp pun bulihhhhhh. https://t.co/LzObyBSryD",neutral
Maeps. Hmm,neutral
@SBKCF @pickyeaterr_ @xSIPITx @aldo_stiawan @amircunding nda mau beli kah,neutral
"@dyradyre Pergi klinik gigi UKM, dkt HKL. Tampal gigi RM 20+ je kot. Scalling rm 80 je. Service terbaik dan cepat. Yg area Klang Valley boleh call klinik gigi ukm. Lokasi dalam HKL: sebelah bangunan klinik pakar harian",positive
patut la selalu selamat melaka setiap musim .. kah kah kah ..,neutral
SALAM SEJAHTERA DAN SALAM KEMESRAAN PPWN Negeri Sembilan dengan sukacitanya ingin menjemput anda semua untuk bersa https://t.co/tDw2M5Aa3f,positive
Ktk orang sik tido kah hahahahahha aneh,negative
"@_Niiar_ Jangan punah dulu, aku belum ke labuan bajo",neutral
"teringin laksa sarawak , teringin latok , teringin semua benda laaa arghhh",negative
Nak beli. Tapi drive thru mcd pontian panjang sgt la. Tak sanggup nak que.,neutral
Alhamdulillah selesai akad untuk badal Upah Haji &amp; Umrah 2021 tok arwah umi Semoga smuanye dipermudahkan hendaknye. Amin YRA,positive
Allah jua lah yg maha mengetahui segala apa yg dikehendakinya,positive
@_azizuldean Like told you before peluang tue akan sampai. Yang penting ikhlas,positive
Tak perlu takut bila kita kehilangan orang yang kita sayang. Kalau betul dia sayang kat kita dia takkan tinggalkan https://t.co/DRnCuNFsq2,positive
"""Kami hari ini melayangkan surat panggilan kedua kepada Pimpinan KPK dan kepada Sekjen KPK untuk mendapatkan keterangan,"" ucap Choirul Anam. https://t.co/NaWFmOusP6",neutral
Lockdown ni buatkan my 50gb internet habis a week awal,negative
"Peritnya mood memang bertukar cepat betul ya. Sekejap boleh senyum lebar, lepastu tetiba nangis macam hujan. Allah",negative
@faruqmcgrath I tgk ngan seisi keluarga malam tadi. Kira ok kan...,neutral
"Ada yang rindu ke dengan lakonan dari Salman Khan ni jom tengok filem Radhe ni. Dengar cerita gempak filem ni, tengok dari trailer pun dah tahu Boleh tonton disini https://t.co/gQQ6p4cDYy #RADHE #tontoncinemaRadhe https://t.co/kXoagxDaz1",positive
@Nizamshams3 wow..hebat https://t.co/0gi14zMSub,positive
"Aku suka cakap campur2 dengan mak ayah aku. Kadang kelate mix nogori, nogori mix penang, utara mix pantai timur. Ta https://t.co/fBrltk4xmW",neutral
"Penugasan Sekatan Jalan Raya (SJR) dilaksanakan di Jalan Jerantut - Maran (Simpang Padang Piol) bersama PDRM, ATM, https://t.co/C4uTeXqXP5",neutral
Dana Haji Aman dikelola oleh badan yang Independen Jangan terpengaruh berita hoaks #StopHoaxDanaHaji,negative
"@AsianFootballs @SiaranBolaLive @SuporterFC @garudafansbook @InfosuporterID @seputarligina @TMidn_news @FT_IDN @Fandom_ID @FootballTribeID Medan Boys, Egi - Lechia, Nathanael Siringoringo - Kelantan, David - NK Rijeka. Seperti kata lagu, Kambing di kampun",neutral
"Maaf kepada pakcik makcik akak abang call ED resus, tanya update pesakit. Bukan tak nak jawab apa, but every minute https://t.co/puNIx4lWmK",negative
arigato nyan? https://t.co/FMPYcujt9j,neutral
"Namun, untuk memastikan pemangsa kambing milik warga itu. Pihak TNAP akan tetap memasang kamera trap selama dua pekan ke depan. https://t.co/W3IQjeZJG8",negative
Saya hari hari update bila nak dapat vaksin kj? Takpe la bukan rezeki ambil awal,negative
It's great for Johor to seek advice from internationally-recognised infectious disease expert Datuk Hasni dengar c https://t.co/TzMTmcEjjs,positive
Jaga jaga. Aku nak comeback berlari balik ni.,neutral
(MMP) kepada perangkat daerah terhadap Major Project (kegiatan utama) pada TA. 2021 yg mendukung pencapaian sasaran https://t.co/RocwchMD6D,neutral
Sekarang baca subtitle kdrama jelah,neutral
"@722s3 @InjangNation Rasanya ada kena mengena dgn apa yg ss support. Tmj org kerabat, tiada hak tentang politik, da https://t.co/pLHDAZ7KBH",negative
Wisata air terjun Grojok sendiri merupakan wisata buatan yg memanfaatkan sebuah aliran air dr persawahan yg memang https://t.co/Xl9QrrEjku,positive
"Lekak vaccine bok berani kelua rmh. At this moment, sik berani terus. Mok pegi supermarket pun sik berani",neutral
Ninja yg jeli melihat motor mau pergi tetapi buta melihat tanda parkir gratis https://t.co/TVoJRJV2LL,neutral
@cindyyangl awas lu yeee,negative
@goodlucksofea Hi Saya ada jual nasi arab Promo harini beli 3 pax FOC 1 pax &amp; dapat FOC 3 side dish lagi https://t.co/aa74iPYXMh,neutral
Penyelarasan penugasan anggota RELA Johor Bahru di PPV Persada #StayAtHome #LindungDiriLindungSemua #KitaJagaKita #MalaysiaBebasCovid19 #SetiaBerbakti @KDNPUTRAJAYA @Hasni_Johor @yahyakgc @SazaliZin @msrz81 @normanosak @relamalaysia https://t.co/UYSYmsqVQi,neutral
Cepatnya masa berlalu.. Harap Covid19 pun cepat berlalu..,negative
